@relation train

@attribute Age numeric
@attribute Occupation {Scientist,Teacher,Engineer,Entrepreneur,Developer,Lawyer,Media_Manager,Doctor,Journalist,Manager,Accountant,Musician,Mechanic,Writer,Architect}
@attribute Annual_Income numeric
@attribute Monthly_Inhand_Salary numeric
@attribute Num_Credit_Card numeric
@attribute Num_of_Loan numeric
@attribute Num_of_Delayed_Payment numeric
@attribute Outstanding_Debt numeric
@attribute Credit_History_Age {'22 Years and 1 Months',NA,'26 Years and 8 Months','26 Years and 11 Months','27 Years and 0 Months','27 Years and 2 Months','17 Years and 10 Months','18 Years and 3 Months','18 Years and 4 Months','17 Years and 3 Months','17 Years and 4 Months','17 Years and 5 Months','17 Years and 7 Months','30 Years and 11 Months','31 Years and 0 Months','31 Years and 2 Months','32 Years and 2 Months','32 Years and 3 Months','32 Years and 5 Months','32 Years and 6 Months','30 Years and 7 Months','30 Years and 8 Months','30 Years and 9 Months','30 Years and 10 Months','14 Years and 8 Months','15 Years and 2 Months','21 Years and 5 Months','21 Years and 8 Months','21 Years and 9 Months','26 Years and 6 Months','26 Years and 7 Months','26 Years and 9 Months','19 Years and 3 Months','19 Years and 7 Months','19 Years and 8 Months','25 Years and 5 Months','25 Years and 7 Months','25 Years and 8 Months','25 Years and 9 Months','25 Years and 10 Months','26 Years and 10 Months','27 Years and 1 Months','27 Years and 3 Months','27 Years and 4 Months','27 Years and 5 Months','9 Years and 0 Months','9 Years and 2 Months','9 Years and 3 Months','9 Years and 4 Months','18 Years and 2 Months','18 Years and 6 Months','18 Years and 8 Months','16 Years and 10 Months','16 Years and 11 Months','29 Years and 4 Months','29 Years and 6 Months','29 Years and 8 Months','29 Years and 9 Months','6 Years and 5 Months','6 Years and 6 Months','6 Years and 7 Months','6 Years and 8 Months','7 Years and 0 Months','27 Years and 7 Months','27 Years and 8 Months','18 Years and 5 Months','18 Years and 9 Months','19 Years and 4 Months','19 Years and 5 Months','19 Years and 9 Months','10 Years and 2 Months','10 Years and 4 Months','32 Years and 10 Months','32 Years and 11 Months','33 Years and 4 Months','12 Years and 5 Months','12 Years and 8 Months','12 Years and 10 Months','13 Years and 8 Months','14 Years and 1 Months','19 Years and 6 Months','30 Years and 3 Months','30 Years and 4 Months','8 Years and 9 Months','8 Years and 10 Months','9 Years and 1 Months','18 Years and 7 Months','13 Years and 1 Months','13 Years and 2 Months','13 Years and 5 Months','13 Years and 7 Months','21 Years and 6 Months','26 Years and 0 Months','26 Years and 1 Months','26 Years and 2 Months','28 Years and 5 Months','7 Years and 11 Months','8 Years and 0 Months','8 Years and 2 Months','8 Years and 4 Months','24 Years and 3 Months','24 Years and 7 Months','24 Years and 8 Months','24 Years and 9 Months','17 Years and 1 Months','17 Years and 2 Months','17 Years and 6 Months','1 Years and 5 Months','1 Years and 6 Months','1 Years and 8 Months','11 Years and 0 Months','11 Years and 4 Months','11 Years and 5 Months','20 Years and 0 Months','21 Years and 0 Months','21 Years and 3 Months','0 Years and 5 Months','0 Years and 6 Months','0 Years and 9 Months','0 Years and 10 Months','31 Years and 8 Months','31 Years and 9 Months','31 Years and 11 Months','32 Years and 1 Months','17 Years and 0 Months','12 Years and 7 Months','13 Years and 0 Months','27 Years and 10 Months','11 Years and 6 Months','11 Years and 7 Months','11 Years and 8 Months','11 Years and 10 Months','24 Years and 11 Months','25 Years and 2 Months','25 Years and 3 Months','17 Years and 9 Months','17 Years and 11 Months','10 Years and 7 Months','31 Years and 3 Months','31 Years and 4 Months','31 Years and 5 Months','31 Years and 1 Months','17 Years and 8 Months','13 Years and 3 Months','13 Years and 6 Months','5 Years and 5 Months','5 Years and 8 Months','2 Years and 11 Months','3 Years and 1 Months','3 Years and 4 Months','3 Years and 5 Months','3 Years and 6 Months','24 Years and 5 Months','24 Years and 6 Months','16 Years and 4 Months','16 Years and 8 Months','23 Years and 4 Months','23 Years and 5 Months','8 Years and 5 Months','8 Years and 8 Months','4 Years and 5 Months','4 Years and 6 Months','4 Years and 8 Months','4 Years and 9 Months','32 Years and 9 Months','33 Years and 2 Months','33 Years and 3 Months','30 Years and 2 Months','25 Years and 11 Months','33 Years and 0 Months','26 Years and 3 Months','26 Years and 4 Months','18 Years and 0 Months','18 Years and 1 Months','28 Years and 3 Months','28 Years and 4 Months','28 Years and 6 Months','28 Years and 8 Months','29 Years and 2 Months','29 Years and 3 Months','29 Years and 5 Months','20 Years and 1 Months','20 Years and 3 Months','20 Years and 4 Months','20 Years and 5 Months','20 Years and 7 Months','28 Years and 7 Months','28 Years and 9 Months','28 Years and 11 Months','29 Years and 0 Months','13 Years and 9 Months','1 Years and 4 Months','1 Years and 10 Months','1 Years and 11 Months','33 Years and 1 Months','28 Years and 10 Months','5 Years and 4 Months','31 Years and 10 Months','32 Years and 8 Months','8 Years and 11 Months','24 Years and 4 Months','24 Years and 10 Months','22 Years and 5 Months','22 Years and 6 Months','22 Years and 9 Months','22 Years and 10 Months','22 Years and 11 Months','16 Years and 5 Months','16 Years and 6 Months','23 Years and 3 Months','21 Years and 11 Months','22 Years and 2 Months','20 Years and 2 Months','20 Years and 8 Months','20 Years and 9 Months','15 Years and 4 Months','15 Years and 5 Months','15 Years and 6 Months','15 Years and 8 Months','15 Years and 9 Months','15 Years and 10 Months','12 Years and 9 Months','4 Years and 10 Months','5 Years and 1 Months','26 Years and 5 Months','15 Years and 7 Months','22 Years and 7 Months','27 Years and 9 Months','28 Years and 0 Months','28 Years and 2 Months','5 Years and 7 Months','16 Years and 7 Months','12 Years and 0 Months','12 Years and 2 Months','12 Years and 4 Months','27 Years and 11 Months','31 Years and 7 Months','21 Years and 2 Months','21 Years and 4 Months','23 Years and 2 Months','13 Years and 4 Months','16 Years and 2 Months','29 Years and 1 Months','14 Years and 9 Months','14 Years and 10 Months','14 Years and 11 Months','15 Years and 0 Months','16 Years and 1 Months','23 Years and 1 Months','25 Years and 4 Months','25 Years and 6 Months','18 Years and 10 Months','19 Years and 2 Months','8 Years and 1 Months','8 Years and 3 Months','8 Years and 7 Months','9 Years and 5 Months','9 Years and 6 Months','5 Years and 11 Months','6 Years and 1 Months','18 Years and 11 Months','19 Years and 0 Months','5 Years and 6 Months','5 Years and 9 Months','5 Years and 10 Months','15 Years and 3 Months','7 Years and 9 Months','28 Years and 1 Months','33 Years and 5 Months','6 Years and 11 Months','7 Years and 1 Months','7 Years and 2 Months','7 Years and 5 Months','23 Years and 7 Months','23 Years and 9 Months','21 Years and 7 Months','22 Years and 0 Months','22 Years and 3 Months','10 Years and 8 Months','10 Years and 9 Months','11 Years and 9 Months','11 Years and 11 Months','21 Years and 10 Months','31 Years and 6 Months','32 Years and 0 Months','20 Years and 11 Months','30 Years and 5 Months','30 Years and 6 Months','29 Years and 11 Months','9 Years and 10 Months','10 Years and 0 Months','10 Years and 1 Months','14 Years and 0 Months','14 Years and 3 Months','14 Years and 4 Months','22 Years and 4 Months','22 Years and 8 Months','6 Years and 0 Months','23 Years and 8 Months','23 Years and 10 Months','23 Years and 11 Months','24 Years and 0 Months','15 Years and 11 Months','9 Years and 7 Months','9 Years and 8 Months','9 Years and 9 Months','25 Years and 0 Months','10 Years and 10 Months','11 Years and 1 Months','7 Years and 8 Months','7 Years and 10 Months','19 Years and 11 Months','27 Years and 6 Months','23 Years and 6 Months','13 Years and 10 Months','12 Years and 6 Months','25 Years and 1 Months','29 Years and 10 Months','30 Years and 0 Months','10 Years and 5 Months','10 Years and 6 Months','10 Years and 11 Months','30 Years and 1 Months','11 Years and 2 Months','10 Years and 3 Months','7 Years and 3 Months','7 Years and 6 Months','9 Years and 11 Months','16 Years and 0 Months','19 Years and 1 Months','1 Years and 9 Months','6 Years and 2 Months','6 Years and 3 Months','6 Years and 4 Months','20 Years and 6 Months','32 Years and 7 Months','20 Years and 10 Months','23 Years and 0 Months','3 Years and 3 Months','3 Years and 7 Months','3 Years and 9 Months','3 Years and 10 Months','19 Years and 10 Months','12 Years and 1 Months','12 Years and 3 Months','29 Years and 7 Months','16 Years and 3 Months','7 Years and 4 Months','7 Years and 7 Months','14 Years and 7 Months','12 Years and 11 Months','24 Years and 2 Months','13 Years and 11 Months','4 Years and 7 Months','4 Years and 11 Months','6 Years and 10 Months','6 Years and 9 Months','3 Years and 11 Months','4 Years and 1 Months','4 Years and 2 Months','4 Years and 4 Months','1 Years and 3 Months','14 Years and 6 Months','32 Years and 4 Months','11 Years and 3 Months','2 Years and 4 Months','16 Years and 9 Months','2 Years and 1 Months','8 Years and 6 Months','5 Years and 2 Months','1 Years and 7 Months','21 Years and 1 Months','14 Years and 5 Months','0 Years and 7 Months','1 Years and 2 Months','24 Years and 1 Months','14 Years and 2 Months','3 Years and 8 Months','4 Years and 0 Months','0 Years and 8 Months','1 Years and 0 Months','33 Years and 6 Months','1 Years and 1 Months','2 Years and 2 Months','2 Years and 3 Months','0 Years and 4 Months','2 Years and 7 Months','15 Years and 1 Months','2 Years and 8 Months','2 Years and 9 Months','2 Years and 10 Months','3 Years and 0 Months','3 Years and 2 Months','2 Years and 0 Months','5 Years and 3 Months','2 Years and 5 Months','4 Years and 3 Months','0 Years and 11 Months','5 Years and 0 Months','0 Years and 2 Months','0 Years and 3 Months','33 Years and 7 Months','33 Years and 8 Months','2 Years and 6 Months'}
@attribute Payment_of_Min_Amount {No,NM,Yes}
@attribute Monthly_Balance numeric
@attribute Credit_Score {Good,Standard,Poor}

@data
20,Entrepreneur,106733.13,8873.4275,4,0,6,76.23,'32 Years and 11 Months',No,955.309921,Good
20,Entrepreneur,106733.13,8873.4275,4,0,6,76.23,NA,No,913.031655,Standard
20,Entrepreneur,106733.13,8873.4275,4,0,4,76.23,NA,No,936.307377,Standard
20,Entrepreneur,106733.13,8873.4275,4,0,6,76.23,'33 Years and 4 Months',No,792.579025,Standard
31,Lawyer,12600.445,782.037083,5,3,16,569.8,'12 Years and 5 Months',Yes,310.117053,Standard
32,Lawyer,12600.445,782.037083,5,3,19,569.8,'12 Years and 8 Months',Yes,294.135294,Poor
32,Lawyer,12600.445,782.037083,5,3,20,569.8,NA,Yes,275.234465,Poor
32,Lawyer,12600.445,782.037083,5,3,19,569.8,'12 Years and 10 Months',Yes,275.769781,Poor
34,Mechanic,57983.12,4720.926667,8,8,19,3532.83,NA,Yes,295.953841,Poor
48,Entrepreneur,20787.69,1999.3075,6,3,14,614.6,'17 Years and 10 Months',No,253.325622,Standard
48,Entrepreneur,20787.69,1999.3075,6,3,14,614.6,NA,No,369.071396,Standard
48,Entrepreneur,20787.69,1999.3075,6,3,14,614.6,NA,No,189.493583,Standard
30,Writer,34290.12,2697.51,8,7,10,2686.81,'13 Years and 8 Months',NM,106.56906,Poor
30,Writer,34290.12,2697.51,8,7,6,2686.81,NA,Yes,274.049481,Standard
30,Writer,34290.12,2697.51,8,7,12,2686.81,'14 Years and 1 Months',Yes,225.692106,Poor
32,Accountant,43070.24,3622.186667,3,1,8,1233.1,'19 Years and 4 Months',Yes,521.133433,Standard
32,Accountant,43070.24,3622.186667,3,1,8,1233.1,'19 Years and 6 Months',Yes,423.547223,Standard
32,Accountant,43070.24,3622.186667,3,1,8,1233.1,'19 Years and 7 Months',Yes,530.308602,Standard
32,Accountant,43070.24,3622.186667,3,1,8,1233.1,'19 Years and 8 Months',Yes,493.019135,Standard
40,Architect,28572.39,2210.0325,3,3,12,400.07,'30 Years and 3 Months',Yes,348.549822,Standard
40,Architect,28572.39,2210.0325,3,3,9,400.07,'30 Years and 4 Months',NM,358.35612,Standard
40,Architect,28572.39,2210.0325,3,3,13,400.07,NA,Yes,364.792521,Standard
37,Manager,39641.54,3007.461667,8,6,13,2258.73,NA,Yes,151.448614,Poor
37,Manager,39641.54,3007.461667,8,6,16,2258.73,'8 Years and 9 Months',NM,162.286057,Poor
37,Manager,39641.54,3007.461667,8,6,15,2258.73,'8 Years and 10 Months',Yes,190.321516,Poor
37,Manager,39641.54,3007.461667,8,6,16,2258.73,'9 Years and 1 Months',Yes,296.215188,Poor
37,Manager,39641.54,3007.461667,8,6,14,2258.73,NA,Yes,237.691095,Poor
38,Manager,39641.54,3007.461667,8,6,13,2258.73,'9 Years and 3 Months',Yes,249.095833,Poor
54,Scientist,20186.02,1684.168333,5,2,6,413.32,'18 Years and 4 Months',NM,336.263107,Standard
55,Scientist,20186.02,1684.168333,5,2,3,413.32,'18 Years and 5 Months',No,362.591773,Good
55,Scientist,20186.02,1684.168333,5,2,7,413.32,'18 Years and 7 Months',No,270.079092,Standard
55,Scientist,586359,1684.168333,5,2,7,413.32,'18 Years and 8 Months',No,319.925525,Good
55,Scientist,20186.02,1684.168333,5,2,6,413.32,'18 Years and 9 Months',No,307.116823,Standard
55,Scientist,20186.02,1684.168333,5,2,6,413.32,NA,No,265.343453,Standard
44,Musician,18627.64,1387.303333,7,6,18,1793.54,'19 Years and 4 Months',Yes,264.786656,Poor
21,Engineer,12986.745,959.22875,3,2,17,1489.49,'8 Years and 9 Months',Yes,315.010571,Standard
21,Engineer,12986.745,959.22875,3,2,20,1489.49,'8 Years and 10 Months',Yes,311.936894,Standard
22,Engineer,12986.745,959.22875,3,2,18,1489.49,'9 Years and 0 Months',Yes,296.857061,Standard
22,Engineer,12986.745,959.22875,3,2,20,1489.49,'9 Years and 2 Months',Yes,322.453984,Standard
22,Engineer,12986.745,959.22875,3,2,17,1489.49,'9 Years and 3 Months',Yes,277.374093,Standard
43,Writer,58317,4664.75,5,6,17,98.97,'13 Years and 1 Months',Yes,467.088851,Standard
43,Writer,58317,4664.75,5,6,20,98.97,'13 Years and 2 Months',Yes,483.277392,Standard
44,Writer,58317,4664.75,5,6,20,98.97,'13 Years and 5 Months',Yes,415.747227,Standard
44,Writer,58317,4664.75,5,6,20,98.97,'13 Years and 7 Months',Yes,215.9921,Standard
36,Scientist,42171.98,3764.331667,7,3,8,556.91,'21 Years and 6 Months',No,426.687252,Standard
37,Scientist,42171.98,3764.331667,7,3,10,556.91,'21 Years and 9 Months',No,373.357067,Good
37,Scientist,42171.98,3764.331667,7,3,10,556.91,NA,No,431.090451,Good
36,Manager,71681.4,5799.45,6,1,6,1293.02,'25 Years and 8 Months',Yes,638.690343,Standard
36,Manager,71681.4,5799.45,6,1,10,1293.02,'25 Years and 9 Months',Yes,562.701764,Standard
36,Manager,71681.4,5799.45,6,1,8,1293.02,'25 Years and 10 Months',Yes,645.131344,Good
36,Manager,71681.4,5799.45,6,1,6,1293.02,'26 Years and 0 Months',Yes,391.124937,Good
36,Manager,71681.4,5799.45,6,1,10,1293.02,'26 Years and 1 Months',Yes,642.671824,Good
36,Manager,71681.4,5799.45,6,1,8,1293.02,'26 Years and 2 Months',NM,510.20959,Good
20,Engineer,72559.36,6284.613333,5,4,19,1173.7,'28 Years and 5 Months',No,580.125296,Standard
36,Musician,15566.02,1423.168333,5,4,20,1693.95,'7 Years and 11 Months',Yes,219.625334,Poor
37,Musician,15566.02,1423.168333,5,4,19,1693.95,'8 Years and 0 Months',Yes,302.669641,Poor
37,Musician,15566.02,1423.168333,5,4,20,1693.95,'8 Years and 2 Months',Yes,200.3802,Poor
37,Musician,15566.02,1423.168333,5,4,17,1693.95,'8 Years and 4 Months',Yes,308.761894,Poor
18,Developer,66567.32,5800.276667,7,2,15,233.79,'24 Years and 3 Months',No,518.190884,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,'24 Years and 7 Months',No,580.313001,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,'24 Years and 8 Months',No,663.060436,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,'24 Years and 9 Months',No,663.149948,Standard
19,Developer,66567.32,5800.276667,7,2,14,233.79,NA,NM,636.994077,Standard
32,Media_Manager,12909.895,853.824583,5,0,14,602.5,'17 Years and 1 Months',No,334.935778,Standard
32,Media_Manager,12909.895,853.824583,5,0,14,602.5,'17 Years and 2 Months',No,308.220738,Standard
33,Media_Manager,12909.895,853.824583,5,0,14,602.5,'17 Years and 3 Months',No,261.182507,Standard
33,Media_Manager,12909.895,853.824583,5,0,14,602.5,'17 Years and 6 Months',No,334.369632,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,'1 Years and 5 Months',Yes,340.523724,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,'1 Years and 6 Months',NM,331.908658,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,'1 Years and 8 Months',Yes,327.749092,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,NA,Yes,195.304963,Standard
42,Architect,20574.47,1740.539167,3,4,10,749.95,'11 Years and 0 Months',Yes,309.740741,Standard
42,Architect,20574.47,1740.539167,3,4,10,749.95,'11 Years and 4 Months',Yes,222.333181,Standard
42,Architect,20574.47,1740.539167,3,4,7,749.95,'11 Years and 5 Months',Yes,275.431459,Standard
21,Lawyer,148699.32,12432.61,4,3,8,949.38,'30 Years and 7 Months',No,822.193995,Good
22,Lawyer,148699.32,12432.61,4,3,6,949.38,'30 Years and 10 Months',No,558.88399,Good
22,Lawyer,148699.32,12432.61,4,3,3,949.38,'30 Years and 11 Months',No,853.547398,Good
22,Lawyer,148699.32,12432.61,4,3,6,949.38,'31 Years and 0 Months',No,277.230153,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,'19 Years and 7 Months',No,795.554664,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,'19 Years and 9 Months',No,840.025376,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,'20 Years and 0 Months',No,523.122476,Good
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
30,Teacher,87215.68,7489.973333,6,2,5,680.77,'21 Years and 0 Months',No,117.940956,Good
30,Teacher,87215.68,7489.973333,6,2,8,680.77,'21 Years and 3 Months',NM,573.112506,Good
43,Lawyer,81842.28,6810.19,9,9,16,3053.16,'0 Years and 5 Months',Yes,204.219436,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,'0 Years and 6 Months',Yes,174.480087,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,'0 Years and 9 Months',Yes,181.879746,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,'0 Years and 10 Months',Yes,185.050581,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,'31 Years and 8 Months',NM,717.104348,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,'31 Years and 9 Months',NM,635.057463,Standard
38,Doctor,95956.5,8279.375,4,2,13,1079.73,'31 Years and 11 Months',No,474.613699,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,'32 Years and 1 Months',NM,234.813798,Good
25,Manager,49967.01,4091.9175,6,6,11,2253.95,'16 Years and 10 Months',Yes,426.256443,Poor
26,Manager,49967.01,4091.9175,6,6,11,2253.95,'17 Years and 0 Months',Yes,422.909978,Poor
26,Manager,49967.01,4091.9175,6,6,11,2253.95,'17 Years and 1 Months',Yes,160.019922,Poor
26,Manager,49967.01,4091.9175,5,6,14,2253.95,'17 Years and 3 Months',Yes,436.308919,Poor
26,Manager,49967.01,4091.9175,5,6,10,2253.95,'17 Years and 4 Months',Yes,443.693022,Poor
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
43,Developer,14129.76,1012.48,5,8,17,4071.62,'12 Years and 7 Months',Yes,185.089425,Poor
44,Developer,14129.76,1012.48,5,8,18,4071.62,'12 Years and 8 Months',NM,268.248802,Poor
44,Developer,14129.76,1012.48,5,8,18,4071.62,'13 Years and 0 Months',Yes,252.224562,Poor
44,Developer,14129.76,1023.217588,5,8,18,4071.62,'13 Years and 2 Months',NM,236.159116,Poor
42,Developer,123732.32,10416.02667,3,0,8,1154.46,'27 Years and 3 Months',No,940.394483,Good
43,Developer,123732.32,10416.02667,3,0,8,1154.46,'27 Years and 5 Months',No,446.888108,Standard
43,Developer,123732.32,10416.02667,3,0,8,1154.46,'27 Years and 10 Months',No,731.774727,Standard
36,Writer,17251.38,1654.615,3,7,15,2431.64,'11 Years and 5 Months',NM,321.511661,Standard
37,Writer,17251.38,1654.615,3,7,12,2431.64,'11 Years and 6 Months',Yes,245.666434,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,'11 Years and 7 Months',Yes,228.807675,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,'11 Years and 8 Months',Yes,296.199819,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,'11 Years and 10 Months',Yes,304.82613,Standard
22,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,NA,No,386.043328,Standard
22,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,'24 Years and 9 Months',No,227.660899,Standard
23,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,'24 Years and 11 Months',No,383.519164,Good
23,Entrepreneur,36822.29,3132.524167,7,4,20,125.25,'25 Years and 2 Months',No,425.921891,Good
23,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,'25 Years and 3 Months',No,245.468292,Good
25,Doctor,80108.31,6866.6925,3,0,19,997.28,'17 Years and 7 Months',Yes,829.603597,Standard
25,Doctor,80108.31,6866.6925,3,0,16,997.28,'17 Years and 9 Months',Yes,407.569959,Standard
25,Doctor,80108.31,6866.6925,3,0,19,997.28,'17 Years and 11 Months',Yes,625.292373,Standard
25,Doctor,80108.31,6866.6925,3,0,19,997.28,'18 Years and 2 Months',Yes,808.782961,Standard
20,Scientist,69977.6,5978.466667,7,9,18,3042.36,'12 Years and 10 Months',Yes,214.190642,Standard
20,Scientist,69977.6,5978.466667,7,9,18,3042.36,'13 Years and 0 Months',Yes,229.365166,Poor
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
45,Journalist,41746.76,3651.896667,5,3,18,1936.79,'19 Years and 5 Months',Yes,460.114398,Standard
22,Media_Manager,19981.6,1459.133333,8,7,19,4834.59,'10 Years and 7 Months',NM,285.059726,Standard
19,Lawyer,73737.36,5936.78,3,4,20,1219.39,'31 Years and 2 Months',Yes,515.702132,Standard
19,Lawyer,73737.36,5936.78,3,4,17,1219.39,'31 Years and 3 Months',Yes,337.721869,Standard
19,Lawyer,73737.36,5936.78,3,4,17,1219.39,'31 Years and 4 Months',Yes,474.990075,Standard
19,Lawyer,73737.36,5936.78,3,4,20,1219.39,'31 Years and 5 Months',Yes,244.806126,Standard
33,Musician,88362.46,7255.538333,2,3,5,325.93,NA,No,569.042148,Good
33,Musician,88362.46,7255.538333,2,3,10,325.93,'30 Years and 9 Months',No,321.594016,Good
34,Musician,88362.46,7255.538333,2,3,8,325.93,'30 Years and 11 Months',No,480.98821,Good
34,Musician,88362.46,7255.538333,2,3,6,325.93,'31 Years and 1 Months',No,579.759333,Good
45,Entrepreneur,118248.6,10115.05,1,0,10,191.09,'17 Years and 1 Months',NM,1023.886258,Good
45,Entrepreneur,118248.6,10115.05,1,0,10,191.09,'17 Years and 2 Months',No,942.740783,Standard
45,Entrepreneur,118248.6,10115.05,1,0,7,191.09,'17 Years and 3 Months',No,755.605266,Good
45,Entrepreneur,118248.6,10115.05,1,0,7,191.09,'17 Years and 4 Months',No,1142.147936,Good
45,Entrepreneur,118248.6,10115.05,1,0,13,191.09,'17 Years and 8 Months',NM,687.039886,Good
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,'13 Years and 2 Months',Yes,469.52446,Standard
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,'13 Years and 3 Months',Yes,396.089566,Standard
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,'13 Years and 6 Months',Yes,452.692433,Standard
26,Scientist,60162.1,5197.508333,7,7,11,1037.45,NA,Yes,118.976929,Standard
26,Scientist,60162.1,5197.508333,7,7,13,1037.45,'13 Years and 8 Months',Yes,451.813896,Standard
?,?,?,?,?,?,?,?,?,?,?,?
18,Musician,75273.24,6552.77,6,5,10,2497.34,'5 Years and 5 Months',Yes,512.342785,Poor
18,Musician,75273.24,6424.022011,6,5,10,2497.34,'5 Years and 8 Months',Yes,609.478401,Poor
18,Media_Manager,54820.89,4295.4075,7,6,20,4795.13,'2 Years and 11 Months',Yes,70.472991,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,'3 Years and 1 Months',Yes,417.836369,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,'3 Years and 4 Months',Yes,260.370082,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,'3 Years and 5 Months',NM,332.927097,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,'3 Years and 6 Months',Yes,391.18069,Standard
30,Architect,30390.44,2721.536667,6,4,20,580.31,'24 Years and 3 Months',No,407.293628,Standard
30,Architect,30390.44,2721.536667,6,4,18,580.31,'24 Years and 5 Months',No,327.443639,Standard
30,Architect,30390.44,2721.536667,6,4,17,580.31,'24 Years and 6 Months',No,396.391032,Standard
30,Architect,30390.44,2721.536667,6,4,20,580.31,NA,No,369.370451,Standard
42,Doctor,45207.54,3507.295,8,6,20,2497.48,'16 Years and 4 Months',Yes,401.985997,Poor
43,Doctor,45207.54,3507.295,8,6,20,2497.48,'16 Years and 8 Months',Yes,362.729128,Poor
43,Doctor,45207.54,3507.295,8,6,20,2497.48,'16 Years and 11 Months',Yes,159.890497,Poor
18,Scientist,144546.72,11809.56,3,2,8,1045.11,NA,No,1180.066234,Standard
18,Scientist,144546.72,10653.04311,3,2,7,1045.11,'23 Years and 4 Months',No,878.784031,Good
18,Scientist,144546.72,10653.04311,3,2,5,1045.11,'23 Years and 5 Months',No,430.604286,Good
39,Engineer,30346.35,2651.8625,4,7,9,523.56,'8 Years and 5 Months',Yes,125.978808,Standard
39,Engineer,30346.35,2651.8625,4,7,9,523.56,'8 Years and 8 Months',Yes,322.016395,Standard
39,Engineer,30346.35,2651.8625,4,7,6,523.56,NA,Yes,306.85537,Standard
39,Engineer,30346.35,2651.8625,4,7,9,523.56,'8 Years and 10 Months',Yes,348.836496,Standard
46,Mechanic,18681.465,1584.78875,3,2,8,327.88,'30 Years and 9 Months',No,351.561029,Standard
47,Mechanic,18681.465,1584.78875,3,2,8,327.88,'31 Years and 2 Months',No,272.550019,Good
47,Mechanic,18681.465,1584.78875,3,2,8,327.88,'31 Years and 3 Months',No,360.707573,Good
47,Mechanic,18681.465,1584.78875,3,2,6,327.88,'31 Years and 4 Months',No,209.557697,Good
41,Scientist,9841.34,690.111667,9,5,16,4984.82,'4 Years and 5 Months',Yes,263.003361,Standard
41,Scientist,9841.34,690.111667,9,5,15,4984.82,'4 Years and 6 Months',NM,256.411708,Standard
42,Scientist,9841.34,690.111667,9,5,15,4984.82,'4 Years and 8 Months',Yes,279.6343,Standard
42,Scientist,9841.34,690.111667,9,5,13,4984.82,'4 Years and 9 Months',Yes,254.392029,Standard
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,'32 Years and 9 Months',No,676.934839,Good
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,'32 Years and 11 Months',No,187.018425,Good
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,'33 Years and 2 Months',No,691.653255,Standard
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,'33 Years and 3 Months',No,567.455854,Good
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
